,file,line,severity,issue,snippet
2695,/audit/backend/public/api/candidates.php,1027,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (isset($rules['max_length']) && is_string($value) && strlen($value) > $rules['max_length']) {
2696,/audit/backend/public/api/candidates.php,1028,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$errors[] = ""Campo {$field} excede el límite de {$rules['max_length']} caracteres"";"
2697,/audit/backend/public/api/candidates.php,1033,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (isset($rules['min']) && is_numeric($value) && $value < $rules['min']) {
2698,/audit/backend/public/api/candidates.php,1034,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$errors[] = ""Campo {$field} debe ser al menos {$rules['min']}"";"
2699,/audit/backend/public/api/candidates.php,1038,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (isset($rules['max']) && is_numeric($value) && $value > $rules['max']) {
2700,/audit/backend/public/api/candidates.php,1039,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$errors[] = ""Campo {$field} excede el límite de {$rules['max']}"";"
2701,/audit/backend/public/api/candidates.php,1044,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","if (isset($rules['pattern']) && is_string($value) && !preg_match($rules['pattern'], $value)) {"
2702,/audit/backend/public/api/candidates.php,1045,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$errors[] = ""Campo {$field} contiene caracteres no válidos"";"
2703,/audit/backend/public/api/candidates.php,1050,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (isset($rules['no_xss']) && $rules['no_xss']) {
2704,/audit/backend/public/api/candidates.php,1052,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$errors[] = ""Campo {$field} contiene código HTML no permitido"";"
2705,/audit/backend/public/api/candidates.php,1058,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (isset($rules['no_sql_injection']) && $rules['no_sql_injection']) {
2706,/audit/backend/public/api/candidates.php,1063,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$errors[] = ""Campo {$field} contiene caracteres potencialmente peligrosos"";"
2707,/audit/backend/public/api/candidates.php,1072,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$errors[] = ""Campo {$field} contiene elementos con caracteres potencialmente peligrosos"";"
2708,/audit/backend/public/api/candidates.php,1097,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ['errors' => $errors, 'sanitized' => $sanitized];"
2709,/audit/backend/public/api/candidates.php,1110,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'ip' => $_SERVER['REMOTE_ADDR'] ?? 'unknown'
2710,/audit/backend/public/api/candidates.php,1172,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'candidate_email' => $candidate['email'],"
2711,/audit/backend/public/api/candidates.php,1173,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'candidate_name' => $candidate['name'],"
2712,/audit/backend/public/api/candidates.php,1180,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'candidate_email' => $candidate['email']
2713,/audit/backend/public/api/candidates.php,1322,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$errors[] = ""Error al subir archivo {$fieldName}: "" . getUploadErrorMessage($file['error']);"
2714,/audit/backend/public/api/candidates.php,1327,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if ($file['size'] > $rules['max_size']) {
2715,/audit/backend/public/api/candidates.php,1328,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$errors[] = ""Archivo {$fieldName} excede el tamaño máximo permitido"";"
2716,/audit/backend/public/api/candidates.php,1338,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$errors[] = ""Tipo de archivo no permitido para {$fieldName}"";"
2717,/audit/backend/public/api/candidates.php,1345,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$errors[] = ""Extensión de archivo no permitida para {$fieldName}"";"
2718,/audit/backend/public/api/candidates.php,1351,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","if ($originalName !== $file['name'] || strpos($originalName, '..') !== false) {"
2719,/audit/backend/public/api/candidates.php,1352,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$errors[] = ""Nombre de archivo inválido para {$fieldName}"";"
2720,/audit/backend/public/api/candidates.php,1357,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","if (isset($rules['max_width']) && strpos($mimeType, 'image/') === 0) {"
2721,/audit/backend/public/api/candidates.php,1359,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if ($imageInfo && ($imageInfo[0] > $rules['max_width'] || $imageInfo[1] > $rules['max_height'])) {
2722,/audit/backend/public/api/candidates.php,1360,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$errors[] = ""Imagen {$fieldName} excede las dimensiones máximas permitidas"";"
2723,/audit/backend/public/api/candidates.php,1380,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$errors[] = ""Archivo {$fieldName} contiene contenido potencialmente malicioso"";"
2724,/audit/backend/public/api/candidates.php,1388,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'tmp_name' => $file['tmp_name'],"
2725,/audit/backend/public/api/candidates.php,1391,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'size' => $file['size'],"
2726,/audit/backend/public/api/candidates.php,1396,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ['errors' => $errors, 'valid_files' => $validFiles];"
4197,/audit/backend/public/api/candidates/save.php,14,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (($_ENV['APP_ENV'] ?? 'production') === 'production' && !empty($_SERVER['HTTP_AUTHORIZATION'])) {
4198,/audit/backend/public/api/candidates/save.php,60,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (empty($data['nombre']) || empty($data['email'])) {
4199,/audit/backend/public/api/candidates/save.php,86,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'name' => $data['nombre'],"
4200,/audit/backend/public/api/candidates/save.php,87,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'email' => $data['email'],"
4201,/audit/backend/public/api/candidates/save.php,88,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'phone' => $data['telefono'] ?? null,"
4202,/audit/backend/public/api/candidates/save.php,89,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'location' => $data['ubicacion_actual'] ?? null,"
4203,/audit/backend/public/api/candidates/save.php,90,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'date_of_birth' => $data['fecha_nacimiento'] ?? null,"
4204,/audit/backend/public/api/candidates/save.php,91,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'portfolio_url' => $data['portfolio'] ?? null,"
4205,/audit/backend/public/api/candidates/save.php,92,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'linkedin_url' => $data['linkedin'] ?? null,"
4206,/audit/backend/public/api/candidates/save.php,93,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'professional_summary' => $data['resumen_profesional'] ?? null,"
4207,/audit/backend/public/api/candidates/save.php,94,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'soft_skills' => isset($data['soft_skills']) ? json_encode($data['soft_skills']) : null,"
4208,/audit/backend/public/api/candidates/save.php,95,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'hard_skills' => isset($data['hard_skills']) ? json_encode($data['hard_skills']) : null,"
4209,/audit/backend/public/api/candidates/save.php,96,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'languages' => isset($data['idiomas']) ? json_encode($data['idiomas']) : null,"
4210,/audit/backend/public/api/candidates/save.php,97,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'interests' => isset($data['intereses']) ? json_encode($data['intereses']) : null,"
4211,/audit/backend/public/api/candidates/save.php,98,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'references' => $data['referencias'] ?? null,"
4212,/audit/backend/public/api/candidates/save.php,99,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'availability' => $data['disponibilidad'] ?? null,"
4213,/audit/backend/public/api/candidates/save.php,100,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'data_source' => $data['data_source'] ?? 'manual_entry',"
4214,/audit/backend/public/api/candidates/save.php,101,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'cv_original_file' => $data['cv_original_file'] ?? null,"
4215,/audit/backend/public/api/candidates/save.php,102,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'cv_text_file' => $data['cv_text_file'] ?? null,"
4216,/audit/backend/public/api/candidates/save.php,103,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'cv_json_file' => $data['cv_json_file'] ?? null
4217,/audit/backend/public/api/candidates/save.php,113,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (!empty($data['puestos_anteriores']) && is_array($data['puestos_anteriores'])) {
4218,/audit/backend/public/api/candidates/save.php,130,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",isset($exp['actual']) ? ($exp['actual'] ? 1 : 0) : 0
4219,/audit/backend/public/api/candidates/save.php,140,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'data_source' => $data['data_source'] ?? 'manual_entry'
4224,/audit/backend/public/api/candidates/save_v2.php,14,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (($_ENV['APP_ENV'] ?? 'production') === 'production' && !empty($_SERVER['HTTP_AUTHORIZATION'])) {
4225,/audit/backend/public/api/candidates/save_v2.php,63,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (empty($data['nombre']) || empty($data['email'])) {
4226,/audit/backend/public/api/candidates/save_v2.php,78,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$nombreParts = explode(' ', $data['nombre'], 2);"
4227,/audit/backend/public/api/candidates/save_v2.php,104,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'name' => $data['nombre'],"
4228,/audit/backend/public/api/candidates/save_v2.php,105,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'email' => $data['email'],"
4229,/audit/backend/public/api/candidates/save_v2.php,107,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'phone' => $data['telefono'] ?? null,"
4230,/audit/backend/public/api/candidates/save_v2.php,108,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'linkedin_url' => $data['linkedin'] ?? null,"
4231,/audit/backend/public/api/candidates/save_v2.php,109,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'portfolio_url' => $data['portfolio'] ?? null,"
4232,/audit/backend/public/api/candidates/save_v2.php,110,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'date_of_birth' => !empty($data['fecha_nacimiento']) ? $data['fecha_nacimiento'] : null,"
4233,/audit/backend/public/api/candidates/save_v2.php,111,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'location' => $data['ubicacion_actual'] ?? null,"
4234,/audit/backend/public/api/candidates/save_v2.php,112,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'professional_summary' => $data['resumen_profesional'] ?? null,"
4235,/audit/backend/public/api/candidates/save_v2.php,113,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'soft_skills' => isset($data['soft_skills']) ? json_encode($data['soft_skills']) : null,"
4236,/audit/backend/public/api/candidates/save_v2.php,114,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'hard_skills' => isset($data['hard_skills']) ? json_encode($data['hard_skills']) : null,"
4237,/audit/backend/public/api/candidates/save_v2.php,115,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'languages' => isset($data['idiomas']) ? json_encode($data['idiomas']) : null,"
4238,/audit/backend/public/api/candidates/save_v2.php,116,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'interests' => isset($data['intereses']) ? json_encode($data['intereses']) : null,"
4239,/audit/backend/public/api/candidates/save_v2.php,117,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'references' => $data['referencias'] ?? null,"
4240,/audit/backend/public/api/candidates/save_v2.php,118,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'availability' => $data['disponibilidad'] ?? null,"
4241,/audit/backend/public/api/candidates/save_v2.php,119,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'certifications' => isset($data['certificaciones']) ? json_encode($data['certificaciones']) : null,"
4242,/audit/backend/public/api/candidates/save_v2.php,120,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'cv_original_file' => $data['cv_original_file'] ?? null,"
4243,/audit/backend/public/api/candidates/save_v2.php,121,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'cv_text_file' => $data['cv_text_file'] ?? null,"
4244,/audit/backend/public/api/candidates/save_v2.php,122,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'cv_json_file' => $data['cv_json_file'] ?? null,"
4245,/audit/backend/public/api/candidates/save_v2.php,123,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'data_source' => $data['data_source'] ?? 'ai_processing',"
4246,/audit/backend/public/api/candidates/save_v2.php,131,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (!empty($data['puestos_anteriores']) && is_array($data['puestos_anteriores'])) {
4247,/audit/backend/public/api/candidates/save_v2.php,141,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$startDate = (!empty($exp['fecha_inicio']) && $exp['fecha_inicio'] !== '') ? $exp['fecha_inicio'] : null;
4248,/audit/backend/public/api/candidates/save_v2.php,142,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$endDate = (!empty($exp['fecha_fin']) && $exp['fecha_fin'] !== '') ? $exp['fecha_fin'] : null;
4249,/audit/backend/public/api/candidates/save_v2.php,152,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",isset($exp['actual']) ? ($exp['actual'] ? 1 : 0) : 0
4250,/audit/backend/public/api/candidates/save_v2.php,158,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (!empty($data['educacion']) && is_array($data['educacion'])) {
4251,/audit/backend/public/api/candidates/save_v2.php,167,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$startDate = (!empty($edu['fecha_inicio']) && $edu['fecha_inicio'] !== '') ? $edu['fecha_inicio'] : null;
4252,/audit/backend/public/api/candidates/save_v2.php,168,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$endDate = (!empty($edu['fecha_fin']) && $edu['fecha_fin'] !== '') ? $edu['fecha_fin'] : null;
4253,/audit/backend/public/api/candidates/save_v2.php,183,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (!empty($data['certificaciones_detalle']) && is_array($data['certificaciones_detalle'])) {
4254,/audit/backend/public/api/candidates/save_v2.php,192,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$issueDate = (!empty($cert['fecha_emision']) && $cert['fecha_emision'] !== '') ? $cert['fecha_emision'] : null;
4255,/audit/backend/public/api/candidates/save_v2.php,193,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$expiryDate = (!empty($cert['fecha_expiracion']) && $cert['fecha_expiracion'] !== '') ? $cert['fecha_expiracion'] : null;
4256,/audit/backend/public/api/candidates/save_v2.php,206,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (!empty($data['idiomas_detalle']) && is_array($data['idiomas_detalle'])) {
4257,/audit/backend/public/api/candidates/save_v2.php,223,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (!empty($data['referencias_detalle']) && is_array($data['referencias_detalle'])) {
4258,/audit/backend/public/api/candidates/save_v2.php,246,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'data_source' => $data['data_source'] ?? 'ai_processing'
4483,/audit/backend/public/api/candidates_temp.php,0,HIGH,CORS header emitted in PHP,Access-Control-Allow-Origin ...
2760,/audit/backend/public/api/candidates_temp.php,51,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","header(""Access-Control-Allow-Origin: $origin"");"
2761,/audit/backend/public/api/candidates_temp.php,79,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (($_ENV['APP_ENV'] ?? 'production') === 'production' && !empty($_SERVER['HTTP_AUTHORIZATION'])) {
2762,/audit/backend/public/api/candidates_temp.php,125,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$canOperate = $operationsThisHour < $limits['hour'] && $operationsToday < $limits['day'];
2763,/audit/backend/public/api/candidates_temp.php,129,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'remaining_hour' => max(0, $limits['hour'] - $operationsThisHour),"
2764,/audit/backend/public/api/candidates_temp.php,130,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'remaining_day' => max(0, $limits['day'] - $operationsToday),"
2765,/audit/backend/public/api/candidates_temp.php,131,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'reset_time_hour' => $currentTime + $limits['window'],"
2766,/audit/backend/public/api/candidates_temp.php,163,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ['hour' => self::$maxReadPerHour, 'day' => self::$maxReadPerDay, 'window' => self::$windowHour];"
2767,/audit/backend/public/api/candidates_temp.php,165,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ['hour' => self::$maxCreatePerHour, 'day' => self::$maxCreatePerDay, 'window' => self::$windowHour];"
2768,/audit/backend/public/api/candidates_temp.php,167,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ['hour' => self::$maxUpdatePerHour, 'day' => self::$maxUpdatePerDay, 'window' => self::$windowHour];"
2769,/audit/backend/public/api/candidates_temp.php,169,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ['hour' => self::$maxDeletePerHour, 'day' => self::$maxDeletePerDay, 'window' => self::$windowHour];"
2770,/audit/backend/public/api/candidates_temp.php,257,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'ip_address' => $_SERVER['REMOTE_ADDR'] ?? 'unknown',"
2771,/audit/backend/public/api/candidates_temp.php,258,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'remaining_hour' => $rateLimitResult['remaining_hour'],"
2772,/audit/backend/public/api/candidates_temp.php,259,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'remaining_day' => $rateLimitResult['remaining_day']
